Document,Cluster,Cluster Name
"Aljaž Škorjanec returns to Strictly Come Dancing.The 34-year-old welcomed his first child, Lyra, in July 2023 with professional dancer Janette Manrara.",2,Entertainment
"American comedian Bob Newhart dead at 94, publicist says.The legendary deadpan comic won numerous awards over his decades-long career.",2,Entertainment
America's Sweethearts: Netflix lifts lid on life as a cheerleader.A new hit Netflix series shows the pressure on members of the Dallas Cowboys Cheerleaders. ,2,Entertainment
"Apollo 11 launch: 'It was no longer training – it was real'.The space mission took off for the moon this week in 1969. To prepare the astronauts, Nasa put them through gruelling, relentless simulations – and the BBC paid a visit.",2,Entertainment
"Are genuine movie stars being born again?.For a while, there's been talk of ""the death of stardom"", with young actors not able to match the clout of Tom Cruise, Julia Roberts, Will Smith et al. But that might be changing.",2,Entertainment
"Author Cottrell-Boyce is new children's laureate.Writer Frank Cottrell-Boyce says he's ""so proud"" to champion reading and children's books in the role.",2,Entertainment
"Bad Sisters star Duff to return to London stage.Actress Anne-Marie Duff, who has also appeared in Sex Education, will perform at the Young Vic.",2,Entertainment
"Bella Hadid's Adidas advert dropped after Israeli criticism.The model was chosen to promote shoes referencing the 1972 Munich Olympics, at which 11 Israeli athletes were killed.",2,Entertainment
"Beverly Hills 90210 star Shannen Doherty dead at 53.Actress Shannen Doherty, known for roles in hit TV shows like Beverly Hills 90210, has died at 53. ",2,Entertainment
"Billie Eilish to read CBeebies bedtime story.The American singer, 22, said she ""loved"" bedtime stories herself when she was a child.",2,Entertainment
"Britain's most stunning bohemian gardens.An exhibition at London's Garden Museum reveals the vital role nature played in the lives and work of Britain's radical creative collective, the Bloomsbury Group.",2,Entertainment
Can Deadpool & Wolverine really save Marvel?.The once invincible superhero universe has seemed increasingly vulnerable recently. Its atypically foul-mouthed new entry is predicted to be huge – even as it mocks its own brand.,2,Entertainment
"Celebrities say 'Come on England!' ahead of final.Ed Sheeran, Little Simz, Kate Beckinsale and Sir Patrick Stewart have sent messages of support to England.",2,Entertainment
"Cinema 'a key objective' after years of delays.Plans for a £4m, 300-seat building in the centre of Sleaford were backed by councillors in 2019.",2,Entertainment
"Clint Eastwood's partner Christina Sandera dies.Eastwood, 94, told the BBC Sandera, 61, was ""a lovely, caring woman, and an important part of my life"".",2,Entertainment
Country star sorry for singing US anthem drunk.Ingrid Andress was widely derided for her erratic rendition before baseball's Home Run Derby.,2,Entertainment
"Crafting a modern murder mystery.Holly Jackson, bestselling author of A Good Girl's Guide to Murder, says she always knows the ending ""before I even write the first sentence"".",2,Entertainment
"Critics split on Beverly Hills Cop sequel Axel F.Many reviews praised the film for inspiring feelings of nostalgia, but some said it lacked energy.",2,Entertainment
Cross-culture love story explores secret LGBTQ+ world.A cross-cultural love story is shining a light on a secretive and glamorous Asian world.,2,Entertainment
"Crouching Tiger, Hidden Dragon star Cheng Pei-pei dies at 78.The China-born star died in San Francisco after suffering from a  neurodegenerative brain disease since 2019.",2,Entertainment
Cypress Hill make 28-year-old Simpsons joke come true.A 1996 episode called Homerpalooza saw Cypress Hill mistakenly booking the London Symphony Orchestra.,2,Entertainment
Damon Albarn disagrees with Bob Dylan gig phone ban.The Blur frontman performed at Wembley Stadium last summer amongst a sea of mobile phones.,2,Entertainment
"'Death of Slim Shady': The controversial legacy of Eminem's alter ego.The rap star claims he will kill off his peroxide-blond alter ego on his forthcoming album, The Death of Slim Shady.",2,Entertainment
"DJ Tomcraft, known for hit Loneliness, dies at 49.Thomas Brückner, who was 49, was behind a massive club hit that reached number one in the UK in 2003.",2,Entertainment
Doctor Who star Ncuti Gatwa meets his waxwork.Doctor Who star Ncuti Gatwa's waxwork was unveiled at Madame Tussauds in London,2,Entertainment
Dyer recalls theatre fail after night on drugs.Actor Danny Dyer says he had a panic attack after forgetting his lines following a night smoking crack.,2,Entertainment
"Eight of the world's best beach houses.The perfect coastal home must cope with shifting sands, heavy winds and sloped terrains – here are some of the smartest and most stunning designs in the world.",2,Entertainment
"Eight photos that make us question what we see.""The effect that scares me most is not that we'll be fooled by fake photos but that we'll ignore the real ones"" – how photographers are dealing with shifting perceptions of reality.",2,Entertainment
Ellen DeGeneres cancels four comedy stand-up dates.The US comic's tour lasts until mid-August and it is unclear why some of the dates were cancelled.,2,Entertainment
"Eminem's latest album becomes his 11th number one.Eminem now joins Taylor Swift, David Bowie, and U2 with 11 chart-topping albums. ",2,Entertainment
Eminem's The Death of Slim Shady 'a mixed bag'.The US rapper apparently kills off his alter ego Slim Shady on his hotly anticipated 12th album.,2,Entertainment
Emmys 2024: Baby Reindeer and The Crown scoop nominations.Baby Reindeer's Richard Gadd and Jessica Gunning are among the stars in the running for Emmy Awards.,2,Entertainment
'Frustrating' and 'pressurised': Life inside Strictly rehearsals.Kristina Rihanoff thinks stars will feel 'more comfortable' after the BBC introduced new welfare measures.,2,Entertainment
Further delays to Young Thug trial after judge removed.Judge Rachel Krause ordered the clerk of court to assign the case to a different judge. ,2,Entertainment
"Gavin Plumb could have been stopped sooner, says survivor.Maria was on the train to work when Plumb tried to kidnap her. He was later found guilty of plotting to murder Holly Willoughby.",2,Entertainment
"Gen Z love 'hot rodent' men. But what does this mean?.From Josh O'Connor to Jeremy Allen White and Glen Powell, the 'hot rodent' trend has much to say about male privilege and beauty standards in Hollywood.",2,Entertainment
"Gladiator II looks very familiar - but that might be a smart move.The trailer release has inspired a huge response, despite suggesting the Paul Mescal-starring sequel will copy the original. It's an ""ain't broke don't fix it"" formula that could fly.",2,Entertainment
Gladiator II: Paul Mescal battles a rhino in upcoming film.The trailer for Ridley Scott's sequel to Gladiator also includes a water battle in Rome's Colosseum.,2,Entertainment
Glen Powell to finish degree while making new film.The Hollywood star will fly back to Texas to sit exams while working on The Running Man in London.,2,Entertainment
"Graziano Di Prima out of Strictly Come Dancing line-up.In a statement, the dancer said he ""deeply regrets"" the events leading up to his exit from the show.",2,Entertainment
Graziano spokesman admits Strictly kick 'mistake'.Dancer Graziano Di Prima kicked celebrity partner Zara McDermott once during rehearsals last year.,2,Entertainment
"Great British Bake Off's Dawn Hollyoak dies aged 62.Show judge Paul Hollywood sent his love to Ms Hollyoak's family, describing her as a ""lovely lady"".",2,Entertainment
Historic theatre saved after closure U-turn.The Oldham Coliseum gets a repreieve after a campaign led by actor Julie Hesmondhalgh.,2,Entertainment
"Hold your heads high, King tells Southgate and team.He added that it was a ""really great achievement in itself"" to have reached the final.",2,Entertainment
Hollywood stars praise Burton hospital nurses.A social media famous potato seller asked the stars to send a message to his partner and her colleagues.,2,Entertainment
How the Alec Baldwin fatal film set shooting unfolded.A look at the events after the death of cinematographer Halyna Hutchins on the set of Rust in 2021.,2,Entertainment
"How to choose the most eco-friendly swimwear.Make a splash this summer – from luxury vintage to sustainable fabrics, here's our smart guide to swimming in style.",2,Entertainment
"Ida Hammershøi: Art's most famous 'faceless woman'.Danish artist Vilhelm Hammershøi's paintings had a recurring figure: a mysterious woman with her back turned. It was his wife Ida – here, her moving, sadness-tinged story is revealed.",2,Entertainment
Jack Black axes tour over bandmate's Trump comment.Kyle Gass sparked an outcry with a comment on stage about the assassination attempt on Donald Trump.,2,Entertainment
James Corden delays own play for England penalties .The Constituent was due to start at the same time as the football drama.,2,Entertainment
"John Cena announces retirement from wrestling.The professional wrestler, regarded as one of the greatest of all time, says he will retire in 2025. ",2,Entertainment
"'Joyful' Young V&A wins Museum of the Year prize.The London based museum for children and young people will receive a £120,000 prize.",2,Entertainment
"Kris Jenner shares plans for removal of her ovaries .The 68-year-old speaks about her diagnosis in emotional scenes on reality show, The Kardashians. ",2,Entertainment
"Kylie, Stevie and Stray Kids close BST festival .Harry Styles joins Stevie Nicks for a headline set, while K-pop stars Stray Kids leave fans in tears.",2,Entertainment
"Lena Dunham pulls out of directing Polly Pocket.In a New Yorker interview, Dunham said she thought ""other people"" could make the film.",2,Entertainment
"Longlegs is this summer's 'anti-blockbuster'.Starring Nicolas Cage as a satanist mass murderer, Longlegs has been called ""the scariest film of the decade"". Here's why, despite its snowy setting, it's perfect summer programming.",2,Entertainment
Made in Chelsea star steps up music career.Fredrik Ferrier appeared in the reality TV show but is also a classically trained musician.,2,Entertainment
McKellen won't return for play's tour after injury.The actor fell off stage last month during a performance of Player Kings at the Noël Coward theatre.,2,Entertainment
Mel B to receive honorary doctorate for campaign work.The singer will receive the doctorate from Leeds Beckett university at a ceremony next month.,2,Entertainment
"New global director of BBC News announced.Munro, who is currently director of journalism and deputy CEO of BBC News, begins the role in September.",2,Entertainment
Nine of the best TV shows to watch this July.From Natalie Portman's small-screen debut to violent Ancient Roman epic Those About to Die and a reboot of cult 1980s film Time Bandits.,2,Entertainment
"No tickets? No problem, say Taylor Swift fans outside arena.Some fans gathered outside Taylor Swift's sell-out concert at Wembley Stadium to hear the star perform.",2,Entertainment
"Normal People star: I'd like to revisit role.Daisy Edgar-Jones, who shot to fame in the pandemic TV hit, says she still loves her character.",2,Entertainment
"Paranormal Activity gets 'wildly different' stage premiere.Details are revealed of a theatre version of the horror film, which has its world premiere in Leeds.",2,Entertainment
Post Office drama star meets real-life victims of scandal.Will Mellor on the role which changed his life and meeting the victims trying to move on with theirs.,2,Entertainment
Post Office drama star meets real-life victims of scandal.Will Mellor on the role which changed his life and meeting the victims trying to move on with theirs.,2,Entertainment
Powerful prison drama Sing Sing is Oscar-tipped ★★★★☆.Colman Domingo stars as a real-life inmate of New York's infamous Sing Sing Correctional Facility in a moving film about an inspirational prison theatre programme.,2,Entertainment
"Radiohead guitarist treated in intensive care.Jonny Greenwood was treated for an infection but is now ""out of danger"", his band The Smile say.",2,Entertainment
"'Real first lady of jazz' honoured with blue plaque.Adelaide Hall, a pioneer of scat, was from New York but spent much of her life and career in London.",2,Entertainment
"Reclusive artist's 'brilliant' work to go on display.Eric Gorton's sketches are described as ""full of curiosity and wonder"" and inspired by Bolton.",2,Entertainment
"Remembering Shannen Doherty, the Beverly Hills 'badass'.The US actress, who had breast cancer, starred in TV shows like Beverly Hills 90210 and Charmed.",2,Entertainment
"Revel Horwood says Strictly complaints a 'shock'.The Strictly judge said he had found out about the allegations ""through the press"".",2,Entertainment
Revered screenwriter Robert Towne dies aged 89.The Oscar-winning writer penned the scripts for films like Chinatown and Mission: Impossible.,2,Entertainment
Rob Delaney says he wants to die in same room as his son.The US actor's two-year-old child Henry died in 2018 after being diagnosed with a brain tumour.,2,Entertainment
Shop sales hit by July's wet weather.Retail sales fell by 1.2% following the poor weather with clothing sales proving a washout.,2,Entertainment
"Singer Jessie J reveals OCD and ADHD diagnosis.The British singer said that having a baby had ""exposed"" the conditions more.",2,Entertainment
"Singer Jessie J reveals OCD and ADHD diagnosis.The British singer said that having a baby had ""exposed"" the conditions more.",2,Entertainment
"Star speaks about 'distressing' Strictly incidents.Zara McDermott, who was partnered with Graziano Di Prima, says she's ""gained the strength"" to speak up.",2,Entertainment
"Stars to return for first Shrek film for 16 years.Mike Myers, Eddie Murphy and Cameron Diaz will be back for Shrek 5, which will be released in 2026.",2,Entertainment
Steve Wright: BBC DJ died from stomach ulcer rupture. The causes of death for the DJ were were acute peritonitis and a perforated gastric peptic ulcer. ,2,Entertainment
"Stormzy and Maya Jama announce split.The rapper and Love Island presenter say they have ""decided to call it quits"" but ""are still friends"".",2,Entertainment
Strictly to give stars chaperones after complaints.A member of production staff will be in all rehearsals following complaints about two former dancers.,2,Entertainment
Students learn education rights by song and dance.Fifty schools across the West Midlands took part in the initiative by the Royal Opera House. ,2,Entertainment
'Supporting Take That was experience of a lifetime'.Alfie Castley shares his experience of opening for the pop superstars on their European tour.,2,Entertainment
Ten iconic images of historic Olympic moments.Here are stunning images from new book The Last Heroes that capture the most tense and historic Olympic moments.,2,Entertainment
Ten-year-old Taylor Swift fan delighted to be given star's hat.Ten-year-old Pippa Bartholomew's dream came true when she was chosen by Taylor Swift to be the lucky recipient of her hat.,2,Entertainment
The Killers give England fans euphoric night at O2.The US band delighted crowds by showing the climax of the England match during their gig at the O2 arena.,2,Entertainment
The Pankhurst musical injecting pop into girl power.A pop musical brings female trailblazers including Emmeline Pankhurst and Rosa Parks to life in London.,2,Entertainment
"The remarkable afterlife of a notorious flop.Starring Tom Cruise and Nicole Kidman, Eyes Wide Shut was poorly received. But 25 years on, it's been reappraised as a classic and endlessly theorised over.",2,Entertainment
"'The role required me to cry, all day long'.In a 1980 interview clip, US actress Shelley Duvall describes her intense role in horror classic The Shining, and what it was like to work with the director Stanley Kubrick.",2,Entertainment
The Shining actress Shelley Duvall dies at 75.The US actress was also known for films including Annie Hall and Nashville.,2,Entertainment
"The skyscraper-climbing couple defying death.Netflix documentary Skywalkers follows the ""rooftoppers"" risking their lives for art atop the world's tallest buildings.",2,Entertainment
The true story behind Chariots of Fire.Scottish athlete Eric Liddell won the 400m gold at the Paris Olympics on 11 July 1924 – but he's just as famous for a race he didn't run.,2,Entertainment
"The TV therapist who changed sex in the US forever.From the 1980s, the TV sex therapist Dr Ruth Westheimer's no-nonsense openness and sex positivity ushered in a new era for the US that made her a cultural icon.",2,Entertainment
"Theatre repairs to cost council more than £288,000.The council said urgent repairs were needed to fix the theatre's leaking roof.",2,Entertainment
"Titanic and Avatar producer Jon Landau dies aged 63.Working with director James Cameron, he produced some of the highest-grossing films of all time.",2,Entertainment
"Tracy-Ann Oberman to return to EastEnders .The actress has already started filming for the scenes, which will air in autumn. ",2,Entertainment
Tributes to 'unforgettable' actress Shelley Duvall.Duvall was known for her role in horror classic The Shining and her work with director Robert Altman.,2,Entertainment
Turning the BBC News theme into a drum and bass banger.The BBC's Ros Atkins is swapping the studio for a DJ set at Glastonbury.,2,Entertainment
"TV star Simmons sorry for gun-shaped purse.Reality TV star Angela Simmons says she thought the red carpet fashion accessory was ""cute and unique"".",2,Entertainment
"'Underwhelming' Twisters lacks twists ★★★☆☆ .Though it features charismatic actors and thrilling sequences, Twisters doesn't have much plot – instead, ""it just has bland characters driving into bad weather, over and over again"".",2,Entertainment
"What a patchwork kimono can teach us about sustainability.During Japan's Edo period, from 1603 to 1868, a scarcity of materials like cotton and timber necessitated a circular economy. ",2,Entertainment
What are the rules for guns on film sets?.The regulations are under scrutiny after the death of a film-maker on the set of an Alec Baldwin film.,2,Entertainment
Why a Shaun of the Dead reboot would 'incense' Simon Pegg .The zombie cult classic is marking its twentieth birthday this year.,2,Entertainment
"Why 'de-ageing' older film stars is so unsettling.New film Here has Tom Hanks looking like a teenager, in the latest use of technology that could have far-reaching consequences, Nicholas Barber writes.",2,Entertainment
"Young actor's lead role in new Netflix film.The schoolboy says it was an ""amazing experience"" to be involved in the production.",2,Entertainment
